,Ticker,Analyst,Value
797,DKS,JBBOEVE,1.21
798,DKS,Analyst_5433639,1.21
799,DKS,"Brian Nagel, CFA",1.20
800,DKS,elkmohawk,1.33
801,DKS,Analyst_5840956,1.19
802,DKS,sportzkingz322,1.18
803,DKS,JJM,1.12
804,DKS,Analyst_6038487,0.98
805,ANF,Kulo,-0.48
806,ANF,Wx_Torn,-0.49
807,ANF,Medic2525,-0.47
808,ANF,Analyst_8058400,-0.50
809,ANF,JoeyBonez,-0.50
810,ANF,JJM,-0.50
811,ANF,"Ilkay Boduroglu, Ph.D.",-0.45
812,ANF,Sentinel,-0.51
813,ANF,Dana Telsey,-0.52
814,ANF,Bob S.,-0.52
815,ANF,Bill,-0.43
816,ANF,Analyst_1549146,-0.53
817,ANF,Analyst_8835419,-0.41
818,ANF,Analyst_9982794,-0.56
819,ANF,Paw_yet,-0.56
820,ANF,Scott Hendricks,-0.29
821,ANF,Analyst_7077679,-0.68
822,ANF,Analyst_4716043,-0.13
823,ANF,Janine Stichter,0.06
824,ANF,zz1111,0.07
825,ANF,Analyst_282091,0.07
826,ANF,Analyst_828799,0.08
827,ANF,eptest,0.28
828,ANF,Analyst_8809223,0.29
829,TIF,GregTripple,1.12
830,TIF,Analyst_9692750,1.09
831,TIF,Scott Hendricks,1.09
832,TIF,Wx_Torn,1.09
833,TIF,Fernando Aldana,1.09
834,TIF,Bill Dreher,1.08
835,TIF,tiagojgoncalves,1.08
836,TIF,nicholas_xvi,1.08
837,TIF,Analyst_4859493,1.08
838,TIF,Zach Mazzeo,1.08
839,TIF,Randal Konik,1.17
840,TIF,Rick Patel,1.17
841,TIF,Sentinel,1.07
842,TIF,d_strizhi,1.07
843,TIF,Bill,1.07
844,TIF,0Bid,1.07
845,TIF,serp,1.07
846,TIF,Analyst_5759720,1.07
847,TIF,giuetr,1.07
848,TIF,Frederick Tremblay,1.07
849,TIF,theoldcurrency,1.07
850,TIF,Analyst_1373441,1.06
851,TIF,Analyst_3480280,1.06
852,TIF,Dana Telsey,1.05
853,TIF,eaojnr,1.20
854,TIF,dimarcam,1.04
855,TIF,Analyst_8740811,1.03
856,TIF,Malette,1.03
857,TIF,JAMtime,1.02
858,TIF,mfme,1.02
859,TIF,"Brian Nagel, CFA",1.00
860,TIF,Poya Eghterafi,1.00
861,CHS,Analyst_9452365,0
862,CHS,Frederick Tremblay,0
863,CHS,Dana Telsey,-0.01
864,CHS,Sentinel,0.02
865,CHS,Bill,0.02
866,CHS,Analyst_4320495,0.03
867,CHS,Randal Konik,0.11
868,CHS,Janine Stichter,0.13
869,GPS,kibermailbox,0.67
870,GPS,Analyst_3388435,0.68
871,GPS,Analyst_1738203,0.56
872,GPS,Subzero,0.56
873,GPS,kyleevanmurphy,0.55
874,GPS,Sentinel,0.54
875,GPS,Bill,0.54
876,GPS,Malette,0.54
877,GPS,Wx_Torn,0.54
878,GPS,defjam,0.54
879,GPS,Analyst_5740786,0.54
880,GPS,Dana Telsey,0.53
881,GPS,kerry burrell,0.53
882,GPS,Frederick Tremblay,0.53
883,GPS,Analyst_8337639,0.52
884,GPS,Analyst_2031806,0.52
885,GPS,SS_GQS,0.51
886,GPS,JBBOEVE,0.51
887,GPS,Sam0808,0.51
888,GPS,Randal Konik,0.76
889,GPS,willgott,0.50
890,GPS,lmeddick,0.49
891,GPS,AhmedTheGreat7,0.49
892,GPS,Analyst_8740811,0.49
893,GPS,H_Sweeney,0.45
894,GPS,JJM,0.40
